"id","name","host_id","host_name","neighbourhood_group","neighbourhood","latitude","longitude","room_type","price","minimum_nights","number_of_reviews","last_review","reviews_per_month","calculated_host_listings_count","availability_365"
"953640","Charming Austin Flat- Walk to FFF!","5167280","Dustee",,"78703","30.2741087504036","-97.76448550888","Private room","109","1","20","2015-10-16","0.61","1","364"
"5303955","Clarksville Nest","135887","Mia",,"78703","30.2764027575526","-97.7595829169742","Entire home/apt","200","2","1","2015-03-19","0.13","1","280"
"2010358","Austin Tiny House with Bikes!","2145939","Brad",,"78703","30.2763683887879","-97.7596961488222","Entire home/apt","75","1","92","2015-11-01","4.21","1","348"
"5901889","The Waterston House","29040266","Marjorie",,"78703","30.2800917543207","-97.7601364281707","Entire home/apt","235","2","14","2015-10-27","2.31","1","136"
"8294001","2BR Austin Rental close to Downtown","43229696","Zach",,"78703","30.3016521950414","-97.7554073438893","Entire home/apt","500","3","0",,,"1","365"
"5279393","W. 6th St  One bedroom","27173402","Kevin",,"78703","30.2722567741119","-97.7588729118844","Entire home/apt","300","2","0",,,"1","259"
"823032","Austin, TX    SXSW March 2013","4318138","Jean",,"78703","30.3022909203937","-97.7536854662827","Entire home/apt","925","2","0",,,"1","365"
"2267004","3BR/2.5BA Tarrytown Duplex, Austin!","4641823","Erica",,"78703","30.2988026460029","-97.7804298741894","Entire home/apt","249","2","4","2015-10-19","0.27","7","336"
"8556408","Apartment 1 Mile North Of Zilker!","45039579","Lizzie",,"78703","30.2884074684313","-97.7662555825704","Entire home/apt","350","1","0",,,"1","17"
"5640082","One Bedroom Duplex w/ Maid Service","29229145",,,"78703","30.2866828587842","-97.771083233702","Entire home/apt","195","1","0",,,"1","214"
"5631693","Charming Downtown Flat","29187714","Jarin",,"78703","30.2790702278852","-97.7536070863198","Entire home/apt","600","4","1","2015-03-21","0.13","1","214"
"2461909","ACL Perfection; 1/1 Walk to Shows!","4285129","Kirsten",,"78703","30.2713706360547","-97.7562673309066","Entire home/apt","600","3","0",,,"3","23"
"7901478","Bedroom 25 min walk from ACL  and  SXSW","8009490","Aaron",,"78703","30.2814675464989","-97.7623423222038","Private room","199","2","0",,,"1","15"
"2332927","Perfect SXSW 2 Bed/2 Bath Rental","11915921","Whitney",,"78703","30.2850780606362","-97.7615256643987","Entire home/apt","700","1","0",,,"1","365"
"6461701","Modern Apartment- Pemberton Heights","33745329","Leann",,"78703","30.299278239985","-97.75303189147","Entire home/apt","49","2","0",,,"1","158"
"7902095","Cute Bungalow/historical district","7695770","Nathan",,"78703","30.3052079336974","-97.7545751541919","Entire home/apt","240","2","1","2015-10-25","1","1","69"
"7902105","Awesome House Downtown Austin","8197854","Paul",,"78703","30.2777565933008","-97.755733853487","Entire home/apt","600","1","0",,,"1","360"
"2266107","Downtown Condo","8514132","Lauren",,"78703","30.2699103433434","-97.7508933913001","Entire home/apt","175","3","4","2015-07-17","0.2","1","127"
"5510194","SXSW - Sunny Attic Studio","8180027","Molly",,"78703","30.2796260471962","-97.7520684476379","Entire home/apt","300","2","1","2015-03-16","0.13","1","225"
"5084388","Your SXSW Oasis - Modern Loft Condo","973213","Zach",,"78703","30.2881862512905","-97.772062027346","Entire home/apt","1000","1","0",,,"1","268"
"5805293","Southern Comfort","30118476","Jenna",,"78703","30.3020635408999","-97.7528963332006","Entire home/apt","500","1","0",,,"1","326"
"760139","Downtown Austin (New) Apt!","4006456","Mk",,"78703","30.2745652762341","-97.7653118040163","Entire home/apt","275","2","4","2015-10-12","0.12","1","365"
"8579011","Peaceful Clarksville Condo","4374800","Sanaz",,"78703","30.2845450609193","-97.7600748038689","Entire home/apt","285","3","0",,,"1","19"
"3742694","Stunning, Quiet Tarrytown Retreat","695021","Casey",,"78703","30.2999937341013","-97.7807281518727","Entire home/apt","450","1","49","2015-11-01","3.69","1","270"
"4188641","3BD Luxury Cottage by Lake Austin","2748372","Craig",,"78703","30.2960837608854","-97.7822401727092","Entire home/apt","290","2","27","2015-11-01","2.56","2","309"
"5532164","Austin Tarrytown 3/3 Home","28687342",,,"78703","30.2864149745874","-97.7656195619865","Entire home/apt","600","4","0",,,"1","223"
"7989817","Affordable  and  clean room in downtown","39377666","Cathy",,"78703","30.27791086413","-97.7744491324498","Private room","60","1","1","2015-10-12","1","2","32"
"3959365","1BR Inviting Downtown Condo, Pool","4641823","Erica",,"78703","30.2740082556487","-97.76204750599","Entire home/apt","99","2","9","2015-10-20","0.74","7","335"
"6215403","Central Home; Amazing Neighborhood","4336628","Angela",,"78703","30.301161958073","-97.751949590476","Private room","110","1","4","2015-06-06","0.66","1","310"
"2386616","ACL -  garage apartment near Zilker","12191242","Sammer",,"78703","30.2812698079196","-97.7655481322522","Entire home/apt","100","3","2","2015-10-11","1.67","1","310"
"8776697","BOHN HOUSE|Downtown|6 BR |Sleeps 12","35949804","Tracey",,"78703","30.2998003245342","-97.7492628116767","Entire home/apt","9075","2","0",,,"6","363"
"27632","Clarksville Condo - Minutes to DT!","119441","Angele",,"78703","30.2772248076762","-97.7608756738019","Entire home/apt","125","3","69","2015-08-22","1.09","1","325"
"5755416","Charming central 1940s cottage","10292686","Brian",,"78703","30.2804549695272","-97.7613916697252","Entire home/apt","135","2","7","2015-10-26","1.64","2","123"
"7237000","1/1 downtown retreat","37891014","Chris",,"78703","30.2712502715362","-97.751376883296","Entire home/apt","139","2","8","2015-10-26","4.14","1","48"
"5482391","Tarrytown luxury, ACL, F1, SXSW","26500838","Mark",,"78703","30.2946093523961","-97.774332711004","Entire home/apt","1850","2","0",,,"1","233"
"8416936","Spacious Clarksville 2BR/1BA","13007528","Ruth",,"78703","30.2853150815696","-97.7610121025223","Entire home/apt","200","2","0",,,"1","25"
"9236420","Modern Luxury in the heart ATX","20913861","D.J.",,"78703","30.2700264652112","-97.7535672758824","Entire home/apt","299","2","0",,,"1","136"
"4223093","Central Austin charm","21916655",,,"78703","30.2809378335681","-97.7608592436725","Entire home/apt","500","30","0",,,"1","273"
"8828555","An Oasis near West Lynn and 6th St.","21256884","Meredith",,"78703","30.2758119420932","-97.7624602705367","Entire home/apt","150","1","0",,,"1","316"
"356675","Midcentury Modern in Central Austin","1805253","Tracy",,"78703","30.3058724234589","-97.7713217486593","Entire home/apt","1050","3","2","2013-06-01","0.05","1","365"
"8581497","DT Luxury Condo on West 6th","31753050","Britni",,"78703","30.2745800952858","-97.7585006809482","Entire home/apt","100","1","0",,,"1","16"
"2257304","Clarksville Cottage","11528603","Angela",,"78703","30.2803289854001","-97.7584723178058","Entire home/apt","349","1","5","2015-10-12","0.25","2","365"
"62279","Tarrytown bungalow minutes to ACL!","303006","Paula",,"78703","30.297166045675","-97.7710200559046","Entire home/apt","249","3","0",,,"1","365"
"7074646","Party in Luxury Downtown w/ Grill","1739801","Terrance",,"78703","30.2892423767701","-97.7708402650893","Entire home/apt","499","1","1","2015-10-20","1","10","354"
"4092834","Perfectly Located Condo","21228394","Deborah",,"78703","30.2882376821266","-97.7667172866207","Entire home/apt","175","1","15","2015-10-27","1.69","1","62"
"1274816","Bungalow in the heart of Austin","119734","Marcella",,"78703","30.2775341515809","-97.7560010612795","Entire home/apt","110","2","3","2015-10-12","0.11","1","238"
"5239779","Studio Available for SXSW","27116853","Sarah",,"78703","30.2750499400604","-97.7587024569658","Entire home/apt","500","2","2","2015-03-18","0.25","1","252"
"5133146","6BR/6BA Tarrytown Mansion","4641823","Erica",,"78703","30.3071878068818","-97.7649491130558","Entire home/apt","2549","2","1","2015-07-27","0.29","7","355"
"1668169","Charming Clarksville Apartment","8833810","Aaron",,"78703","30.2752247883287","-97.7560512001758","Entire home/apt","650","5","0",,,"1","365"
"332648","Available SXSW! 3 houses in DT ATX","791308","Tk",,"78703","30.2776766486975","-97.7619529031656","Entire home/apt","1665","7","0",,,"1","365"
"5469392","Private Clarksville Studio w/Bikes","3931117","Britton",,"78703","30.2758918260635","-97.7594296161864","Private room","240","2","0",,,"1","228"
"685361","Spacious Central Austin Home","3495665","Laura",,"78703","30.2800509602271","-97.7549310301228","Entire home/apt","1250","2","14","2015-10-25","0.43","1","357"
"5272963","Maison Pembertons 2/2 Garden View","27297050",,,"78703","30.2929468054444","-97.7559779224191","Entire home/apt","295","2","1","2015-10-12","1","1","312"
"9128327","Downtown on Lake with Pool 1 BR Apt","13845410","Pat",,"78703","30.2674499143669","-97.75584561338","Entire home/apt","100","2","0",,,"1","3"
"416757","Bright Loft House in Clarksville","168993","Laura",,"78703","30.2797276962751","-97.7593830889584","Entire home/apt","402","2","7","2015-03-21","0.19","1","172"
"8420131","Clarksville Studio","44347156","Gerald",,"78703","30.2787589057683","-97.7568688477634","Entire home/apt","160","2","0",,,"1","118"
"4041185","Don Quixote Treehouse Apt - ACL!!","20953665","Melody",,"78703","30.2909550712908","-97.7610526994926","Entire home/apt","85","2","3","2015-11-03","3","1","172"
"4881295","Perfect rental near Downtown","2641592","Helen",,"78703","30.2937143434217","-97.7659644394792","Entire home/apt","600","1","0",,,"1","98"
"2391170","Cozy Clarksville","3717578","Willy",,"78703","30.2808650205197","-97.7582301831142","Entire home/apt","350","1","1","2015-03-17","0.13","1","365"
"8626001","Enchanting Lake Austin House","31148752","Bo",,"78703","30.3093938858396","-97.7722896224213","Entire home/apt","699","2","0",,,"2","56"
"720089","All Amenities Austin Abode","3716486","Marisela",,"78703","30.2838335550927","-97.7539871608718","Entire home/apt","900","25","0",,,"1","365"
"5242421","Charming 3/2 Clarksville Bungalow","489242","Jennifer",,"78703","30.2802288897839","-97.7600511020784","Entire home/apt","700","2","0",,,"1","365"
"5537653","Charming Apartment! BEST LOCATION!","28715930","Caroline",,"78703","30.2757431604328","-97.7565316489903","Entire home/apt","200","1","1","2015-03-17","0.13","1","274"
"8626202","Clean Modern Clarksville Apt","3671125","Dustin",,"78703","30.2785528236179","-97.7593307360555","Entire home/apt","125","1","3","2015-11-06","2.65","1","355"
"7020344","Central Austin Home","36798572","Elizabeth",,"78703","30.2987504975077","-97.7604836223854","Entire home/apt","700","3","0",,,"1","351"
"4144035","2 bed/2 bath Upscale Austin Condo!","1460906","Sara",,"78703","30.2902945813524","-97.7689460589194","Entire home/apt","500","4","0",,,"1","365"
"965700","The Clarksville Condo on W6th!","5265688","Will  and  Karen",,"78703","30.275858067825","-97.7614338487733","Entire home/apt","119","2","30","2015-10-31","3.69","1","344"
"8757475","Castle Hill Bungalow","11538491","Emily",,"78703","30.2756376616768","-97.7535618365541","Entire home/apt","160","2","1","2015-11-02","1","1","285"
"6955247","Walk Downtown + Epic Skyline Views","31584371","Amanda",,"78703","30.2801683481624","-97.7624755770761","Entire home/apt","169","1","16","2015-10-25","6","1","364"
"2466250","ACL 2015 - 2700 sqft 3 BR 3 BA","12611274",,,"78703","30.2853295810911","-97.7681448855198","Entire home/apt","950","3","0",,,"1","365"
"2367942","Private Summer Bedroom w/BR","3197761","Sebastian",,"78703","30.2688282901838","-97.7563749175293","Private room","150","2","1","2015-03-18","0.13","1","0"
"5581658","Couch in Beautiful home, walk to SX","2845523","Sydney",,"78703","30.2775380931005","-97.7613691750779","Shared room","80","1","9","2015-10-19","1.13","4","271"
"762400","Large Downtown Area Home, Sleeps 10","1795217","Stan",,"78703","30.2782936309786","-97.7560365619391","Entire home/apt","795","2","25","2015-10-26","0.77","1","303"
"1846411","Bat City House Downtown Austin","9645523","Chuck",,"78703","30.274335007885","-97.7544139690686","Entire home/apt","410","3","5","2015-06-06","0.3","1","357"
"4179399","2BR Downtown Austin Cottage","4641823","Erica",,"78703","30.2809525002302","-97.7618675459789","Entire home/apt","149","2","3","2014-11-24","0.23","7","51"
"4137791","Garage Apt in Historic Central Hood","7239842","Maria",,"78703","30.2987023712051","-97.7520321036106","Entire home/apt","175","1","4","2015-03-17","0.3","1","293"
"2302877","Clarksville Cottage; Private Room","11528603","Angela",,"78703","30.2822600348436","-97.7584885953643","Private room","99","1","13","2015-05-26","0.8","2","355"
"1589824","Magical Luxury Romantic Clarksville","2389336","Elizabeth",,"78703","30.2790787988489","-97.753517458396","Entire home/apt","750","3","2","2014-05-19","0.1","3","259"
"5489353","Cozy Condo in the Heart of Downtown","13073120","Natalie",,"78703","30.276764719227","-97.7591366022108","Entire home/apt","215","2","1","2015-03-18","0.13","1","227"
"5419307","DOWNTOWN COZY LOFT/SLEEP 2/6TH ST","16047277","Mireille",,"78703","30.2754028303243","-97.7558805300862","Entire home/apt","89","1","25","2015-10-29","5.95","5","343"
"5162885","DT High Rise w GREAT Location!","26702880",,,"78703","30.2694320253593","-97.752987249239","Entire home/apt","400","2","1","2015-09-21","0.61","1","363"
"7325656","4BR/4.5BA Modern Palace","31148752","Bo",,"78703","30.3028169806753","-97.7798842837438","Entire home/apt","1899","2","0",,,"2","0"
"5457997","Perfect walk/bike room for SXSW","5138788","Brett",,"78703","30.2757707075212","-97.7564758417918","Private room","288","1","0",,,"1","229"
"2508934","SXSW Rental in Historic Clarksville","12842687","Brady",,"78703","30.2808696180185","-97.7573014429736","Entire home/apt","1000","1","0",,,"1","365"
"9128136","Spend Halloween Downtown!!","266261","Virginia",,"78703","30.2774549664494","-97.7598352988369","Entire home/apt","300","1","1","2015-11-01","1","1","0"
"5851461","Immaculate Condo near Downtown!","9154326",,,"78703","30.2880844257011","-97.7734738613769","Entire home/apt","295","2","2","2015-09-28","0.36","1","279"
"706950","Walk to Zilker - 4 bedroom 3.5 bath","3633458",,,"78703","30.2825107405753","-97.7757057958362","Entire home/apt","2250","5","0",,,"1","365"
"8815829","Clarksville Cottage - Maguey House","870179","Bess",,"78703","30.2801660192521","-97.761067512757","Entire home/apt","185","2","0",,,"1","361"
"4311590","[Formula 1] Garage apt. Deep Eddy","22380612",,,"78703","30.2833512179664","-97.7721840682704","Entire home/apt","150","3","0",,,"1","365"
"4135953","Cool Contemporary Central Locale","5099709","Mellen",,"78703","30.3058876581633","-97.7691449923246","Entire home/apt","600","3","4","2015-10-26","0.54","1","362"
"7980411","Cozy Apartment 2 blocks from W 6th","42120138","Alexander",,"78703","30.2758464752004","-97.7585403673978","Entire home/apt","280","1","0",,,"1","52"
"2500784","1 Bed Room Cozy Apartment","12799759","Maura",,"78703","30.3070220777079","-97.75404565198","Entire home/apt","150","1","0",,,"1","365"
"3163510","DOWNTOWN AUSTIN-SXSW-6th ST-XGAME!","16047277","Mireille",,"78703","30.275477586846","-97.7575496194857","Entire home/apt","115","1","73","2015-11-01","5.29","5","352"
"4539974","Stunning Family Tarrytown 4BR House","23541469",,,"78703","30.2838380517313","-97.7729124724088","Entire home/apt","1450","6","0",,,"1","336"
"2378661","New!! Cozy Space in Clarksville!","768835","Wendy",,"78703","30.2756232215094","-97.7606873516047","Entire home/apt","230","2","10","2015-10-04","0.5","1","361"
"333442","RARE SECLUDED 1940s ESTATE-CENTRAL","1698318","Virginia",,"78703","30.3129335906213","-97.76659455213","Entire home/apt","450","2","24","2015-10-20","0.65","1","351"
"4267075","3BR/2BA Charming Remodeled Home","4641823","Erica",,"78703","30.3054533233709","-97.7507506809435","Entire home/apt","299","2","4","2015-03-17","0.31","7","353"
"5426241","DREAMLOCATION - West 6th St","11742526","Matthew",,"78703","30.2757658513063","-97.7627337296162","Entire home/apt","250","5","14","2015-10-27","1.79","1","348"
"8588504","Babs Bungalow","3755982","Barbara",,"78703","30.2815778681844","-97.7541538104153","Private room","59","2","0",,,"1","55"
"5525367","Charming House in Central Austin","22022084","Brian",,"78703","30.2787054161005","-97.7525744494879","Entire home/apt","200","1","1","2015-10-12","1","1","365"
"76497","FAB 2 bDR where Airbnb CEO stays!","177441","Ash",,"78703","30.2815071462799","-97.7693617561654","Entire home/apt","170","2","76","2015-11-03","1.34","2","361"
"8081718","3BR/2BA Elegant Tarrytown House","31148752","Bo",,"78703","30.3003087567547","-97.7603733583941","Entire home/apt","899","2","1","2015-09-21","0.61","2","345"
"5319514","Close in Luxury!  Sleeps 12","17333333","Kate",,"78703","30.2982871157174","-97.7660654170225","Entire home/apt","1725","3","0",,,"4","365"
"8606191","Clean, Cozy House in Old West ATX!","45278663","John",,"78703","30.2782217949188","-97.7663111838891","Entire home/apt","300","2","1","2015-10-11","1","1","7"
"7324040","New Studio Bungalow in Tarrytown","38369018","Danner",,"78703","30.2993290925296","-97.7615142784974","Entire home/apt","225","1","0",,,"1","365"
"699477","Private coach house","3587777","Nicole",,"78703","30.2992743954561","-97.7533321536713","Private room","200","1","1","2015-03-19","0.13","1","178"
"5395702","Walk to ACL Fest Clarksville Condo","1523587","Dallas",,"78703","30.2832549673616","-97.7581700046943","Entire home/apt","395","4","0",,,"9","365"
"339106","Comes w/ Downtown Parking Pass","1722013",,,"78703","30.2936226877286","-97.7582547028241","Entire home/apt","900","5","1","2013-03-17","0.03","1","365"
"4085163","DEEP EDDY! BEST LOCATION IN AUSTIN","20868075","Melissa",,"78703","30.2785481985253","-97.7710209389665","Entire home/apt","949","3","17","2015-10-19","1.28","1","334"
"3986925","Hip House in Quiet Neighborhood","14729348","Chris",,"78703","30.3032881058935","-97.7509712365797","Entire home/apt","595","3","0",,,"1","365"
"5592816","Room in Austin Clarksville House","28997345","Christine",,"78703","30.2784107731281","-97.7626319336527","Private room","140","1","2","2015-03-18","0.25","1","217"
"939927","SXSW central - Old West Austin;)","5079171","Chris",,"78703","30.2745881224669","-97.7589937196103","Entire home/apt","225","2","5","2015-10-27","0.15","1","365"
"3742347","WestCentral BR  and  bath, super loc.!","689838","Jenny",,"78703","30.2828183148652","-97.7712696008379","Private room","80","1","49","2015-11-02","3.39","1","64"
"4304511","*SXSW hotspot!! Prime Location*","13463413","Brianna",,"78703","30.2755694858259","-97.7620973179945","Entire home/apt","600","3","0",,,"1","365"
"4861616","3BR/2.5BA Exquisite Townhouse","4641823","Erica",,"78703","30.2840397713418","-97.7670202609156","Entire home/apt","222","2","3","2015-05-25","0.35","7","358"
"896731","Austin Loft Master Bedroom","4782350","Jack",,"78703","30.2818813641993","-97.7735666645869","Private room","300","1","0",,,"1","365"
"4872607","Quaint Cottage - West of Downtown","25065840","Jonathan  and  Carley",,"78703","30.2810459739155","-97.769010890474","Entire home/apt","104","1","31","2015-10-04","2.98","1","358"
"7887554","1bd apt minutes from Zilker Park!","36179306","Celeste",,"78703","30.2764654542929","-97.7629968935857","Entire home/apt","140","1","5","2015-10-12","2.42","1","363"
"4016112","Bungalow just 8mins from Downtown","20823594","Meredith",,"78703","30.30314277659","-97.756576325411","Entire home/apt","275","2","4","2015-04-02","0.31","1","365"
"9165514","NEW Luxury Apartment Downtown","47705452","Marisa",,"78703","30.2696876714352","-97.755088241562","Entire home/apt","259","1","0",,,"1","14"
"3988298","DOWNTOWN AUSTIN-ACL-SXSW-FOR1-XGAME","16047277","Mireille",,"78703","30.2738297859402","-97.7563016471831","Entire home/apt","119","1","82","2015-11-05","5.96","5","340"
"6445962","* Gorgeous Downtown Condo *","31367208","Teresa",,"78703","30.2759539139911","-97.7602042829557","Entire home/apt","145","1","35","2015-11-06","6.21","1","348"
"3911693","Deluxe Digs","10503694","Christina",,"78703","30.2913530927621","-97.7599551350953","Entire home/apt","109","2","78","2015-10-24","5.39","2","265"
"8499271","Cozy  and  Convenient Downtown Apt!","44755826","Larissa",,"78703","30.2730428360893","-97.7646559590159","Entire home/apt","249","2","0",,,"1","365"
"5476443","Elm Street Residence","5796989","Patrick And Catherine",,"78703","30.2800166823541","-97.7572203910953","Private room","85","2","28","2015-10-26","3.49","1","66"
"3551798","3BR/2BA New Luxury Downtown Home","4641823","Erica",,"78703","30.2770435664455","-97.7669299517967","Entire home/apt","450","2","8","2015-10-17","0.62","7","342"
"70703","Mod Guesthouse, walk or bike to ACL","359390","Martin",,"78703","30.2921719123477","-97.7643283078432","Entire home/apt","400","2","7","2014-10-07","0.12","1","365"
"4076296","HIP SXSW-Bungalow Getaway!","420302","Alicia",,"78703","30.2999106025307","-97.7580374357558","Entire home/apt","450","2","0",,,"1","365"
"8609978","Share Our Apartment in West Austin!","7501983","Jennifer",,"78703","30.2738717349861","-97.7592969451467","Shared room","45","1","7","2015-11-06","7","1","98"
"5693812","Clarksville Cutie! Heart of Austin!","25825665","Stephanie",,"78703","30.2843373678325","-97.7606340758752","Entire home/apt","108","3","29","2015-11-01","3.7","1","110"
"254232","Central Austin Luxury Home","1335409","Eric",,"78703","30.2777811606715","-97.7550532542776","Entire home/apt","1695","3","4","2015-03-17","0.09","2","304"
"2916288","Nice home in Tarrytown 4mi from DT","14892988","Mark",,"78703","30.3049030149948","-97.7657539868386","Entire home/apt","319","1","6","2015-04-13","0.33","1","231"
"1834830","Large Central House for SXSW","9573493","Craig",,"78703","30.2950849757923","-97.7778086410472","Entire home/apt","1500","7","1","2014-03-18","0.05","1","365"
"4161216","Garden Oasis Guesthouse","16921065","Jodi",,"78703","30.2917565179222","-97.7715206960485","Entire home/apt","225","1","31","2015-10-26","2.35","1","347"
"8126391","Private Room, Bath  and  Breakfast","4821500","Jane",,"78703","30.2989063303546","-97.7722364099161","Private room","150","1","1","2015-10-26","1","1","230"
"458217","1 mile from city center/6th st.","2267797","Tyler",,"78703","30.2762216551366","-97.7527586160385","Private room","80","1","23","2015-10-10","0.6","1","365"
"8253891","Cozy Tiny House in Clarksville ATX","12306613","Cindy",,"78703","30.2794590918999","-97.7589898608478","Entire home/apt","124","1","3","2015-11-06","2.57","1","343"
"7437292","Best neighborhood  in Austin!","5330938","Geoff",,"78703","30.2781079245755","-97.7579847591866","Entire home/apt","400","2","0",,,"1","71"
"6322748","Spacious modern two bedroom condo","9509477","Stephen",,"78703","30.2880310187442","-97.7705395000398","Entire home/apt","450","2","9","2015-10-12","1.49","1","145"
"5568864","The Cutest House in Austin (#SXSW)","1839330","Steph",,"78703","30.3019559746897","-97.757522332692","Entire home/apt","750","1","0",,,"1","220"
"1964375","Luxury Romantic Clarksville, Side A","2389336","Elizabeth",,"78703","30.2787951307279","-97.7555463429926","Entire home/apt","750","1","0",,,"3","365"
"4150237","Gorgeous Condo (ACL Ideal Location)","21531168","Michael",,"78703","30.275742262456","-97.7642603586716","Entire home/apt","650","1","0",,,"1","365"
"2390109","ENTIRE FLOOR! Business travel  and  fun","2665483","Alexandra",,"78703","30.2962457933164","-97.7501311369317","Private room","99","1","41","2015-11-06","3.3","1","349"
"5171709","West 6th Retreat","6296769","Sydney",,"78703","30.2749335917122","-97.7631991831452","Entire home/apt","97","2","18","2015-07-26","2.03","1","12"
"747499","Charming Cottage Close to Downtown","3924382","Phillip",,"78703","30.2787464844106","-97.7551672025045","Entire home/apt","262","3","11","2015-10-19","0.3","1","363"
"7858150","Luxury Downtown High Rise","34485402",,,"78703","30.2683012628046","-97.7535466670111","Entire home/apt","350","2","1","2015-10-05","0.86","1","364"
"5401641","**SXSW 2016** - 5 BDRM/4BA","28000574","Craig",,"78703","30.3056530414564","-97.7560071226566","Entire home/apt","1500","5","0",,,"1","6"
"584701","Downtown Apt for SXSW","956485","Dee",,"78703","30.2749841065071","-97.7633684137236","Entire home/apt","350","2","2","2013-03-18","0.06","2","0"
"4090736","Deep in the Heart of Austin","526486","Al",,"78703","30.2693530820752","-97.7552817184786","Entire home/apt","149","3","7","2015-10-12","0.53","1","323"
"5608232","Austin Home","11912245","Brian",,"78703","30.279727393503","-97.761080787764","Entire home/apt","2500","1","0",,,"1","216"
"942734","Clarksville Guest House - Downtown","3536176","David",,"78703","30.2788598034486","-97.7597348906727","Entire home/apt","400","1","5","2015-03-18","0.15","1","365"
"5038893","Downtown Austin Oasis for SXSW","26012125","Aubrey",,"78703","30.2727191132186","-97.7609424831794","Entire home/apt","650","1","1","2015-03-19","0.13","1","273"
"4710519","Clarksville Condo","24345073","Casey",,"78703","30.2833715024861","-97.7585295474898","Entire home/apt","225","1","1","2015-10-06","0.88","1","362"
"4085297","Sunny, Spacious, Perfect for ACL/SX","1879947","Ashley",,"78703","30.2947539906212","-97.7765697666169","Private room","300","1","0",,,"1","365"
"4901899","Charming House Close to Zilker","2991604","Adam",,"78703","30.2789885576911","-97.7563392177232","Entire home/apt","190","2","3","2015-04-12","0.37","1","217"
"1860352","Cozy Clarksville/Tarrytown Bungalow","9704934","Shawna",,"78703","30.2937443153642","-97.7631468762135","Entire home/apt","168","1","25","2015-10-06","1.24","2","319"
"3952708","Walking Distance to ACL!","5643198","Kellen",,"78703","30.2728493045676","-97.765447215972","Entire home/apt","700","2","0",,,"1","17"
"6868432","3BR/2BA Chic Tarrytown Condo","31148752",,,"78703","30.2892240508709","-97.7713017712487","Entire home/apt","759","2","0",,,"2","364"
"4148428","Lovely Clarksville Fourplex","21520519","Annecy",,"78703","30.2834980761698","-97.7628672740433","Entire home/apt","450","1","2","2015-03-20","0.16","1","365"
"2177052","So close yet so far out!","11103973","Edward",,"78703","30.2843390014221","-97.7604998121688","Entire home/apt","210","2","0",,,"1","365"
"83770","Verde Camp/ Clarksville/ 6th 3BR","57304","Bj",,"78703","30.2753472846079","-97.7571566536643","Entire home/apt","240","1","21","2015-10-04","0.43","4","360"
"5293851","Downtown apartment","27415728","Cecilia",,"78703","30.2812340525182","-97.7544631645977","Private room","80","7","5","2015-10-11","0.63","1","248"
"1623795","2BR Central Austin Minutes to UT","4641823","Erica",,"78703","30.3062888629476","-97.7557137455725","Entire home/apt","229","2","2","2015-02-02","0.08","7","174"
"4279829","Charming and cozy bedroom downtown","8715348","Lena",,"78703","30.285367760874","-97.760974345404","Private room","110","1","0",,,"2","365"
"2050574","4BR/3BA Architectural Masterpiece","4641823","Erica",,"78703","30.3000552772926","-97.7812077386235","Entire home/apt","499","2","10","2015-08-10","0.5","7","333"
"6803010","Boho Bungalow- Central ATX","35614086","Brooke",,"78703","30.2766065439873","-97.7615608521759","Entire home/apt","145","1","5","2015-11-04","1.19","1","187"
"2389513","Central Home for SXSW","12206063","Hillarey",,"78703","30.2974099913442","-97.7735259022657","Entire home/apt","2000","1","0",,,"1","365"
"6865788","Little digs","35976783","Amy",,"78703","30.2873018200316","-97.766087091929","Entire home/apt","79","1","5","2015-10-22","1.76","1","324"
"5638852","Clarksville Bungalow","29193859","Brian",,"78703","30.282008926437","-97.761608327186","Entire home/apt","2500","1","0",,,"1","365"
"8666756","Downtown Austin - Entire Home","30075818","Lisa",,"78703","30.2755653348736","-97.7574462266692","Entire home/apt","200","1","0",,,"1","11"
"2310634","Craftsman Luxury by Downtown!","1642301","Charles And Sarah",,"78703","30.2719832173842","-97.7535081795072","Entire home/apt","160","1","10","2015-05-24","0.54","1","365"
"2507125","last minute SXSW rental!","217920","Magdalena",,"78703","30.280863903446","-97.7533291989158","Entire home/apt","307","1","1","2014-03-18","0.05","1","365"
"8305840","Walk to ACL from this charming home","17763740","Alex",,"78703","30.2729198596735","-97.7553322350237","Entire home/apt","950","1","0",,,"1","33"
"769765","West Austin 1BR - Steps to the Lake","3249886","Scott",,"78703","30.2949277016698","-97.7839926352352","Entire home/apt","300","3","1","2014-03-12","0.05","1","365"
"277028","Cozy 3 Bedroom In the Heart of ATX","746455","Michael",,"78703","30.2804023317809","-97.7649030718093","Entire home/apt","299","1","16","2015-10-06","0.33","4","365"
"7582790","Charming 1 bedroom cottage","7934698","Beth",,"78703","30.302986602491","-97.755340286172","Entire home/apt","160","1","3","2015-09-15","1.45","1","76"
"932231","Central Austin Luxury Guest House","1335409","Eric",,"78703","30.2791440478329","-97.7566795900146","Entire home/apt","198","2","24","2015-10-27","0.74","2","357"
"1578730","Best DT Location in Safe Area!","5128232","Kristina",,"78703","30.2743498562059","-97.7525409079563","Private room","110","1","32","2015-09-22","1.26","1","47"
"6043349","1BR Downtown West Austin Condo","31148752","Bo",,"78703","30.2723945600795","-97.7554715917648","Entire home/apt","121","2","2","2015-10-22","0.59","2","347"
